pitch_type,game_date,release_speed,release_pos_x,release_pos_z,player_name,batter,pitcher,events,description,spin_dir,spin_rate_deprecated,break_angle_deprecated,break_length_deprecated,zone,des,game_type,stand,p_throws,home_team,away_team,type,hit_location,bb_type,balls,strikes,game_year,pfx_x,pfx_z,plate_x,plate_z,on_3b,on_2b,on_1b,outs_when_up,inning,inning_topbot,hc_x,hc_y,tfs_deprecated,tfs_zulu_deprecated,umpire,sv_id,vx0,vy0,vz0,ax,ay,az,sz_top,sz_bot,hit_distance_sc,launch_speed,launch_angle,effective_speed,release_spin_rate,release_extension,game_pk,fielder_2,fielder_3,fielder_4,fielder_5,fielder_6,fielder_7,fielder_8,fielder_9,release_pos_y,estimated_ba_using_speedangle,estimated_woba_using_speedangle,woba_value,woba_denom,babip_value,iso_value,launch_speed_angle,at_bat_number,pitch_number,pitch_name,home_score,away_score,bat_score,fld_score,post_away_score,post_home_score,post_bat_score,post_fld_score,if_fielding_alignment,of_fielding_alignment,spin_axis,delta_home_win_exp,delta_run_exp,bat_speed,swing_length,estimated_slg_using_speedangle,delta_pitcher_run_exp,hyper_speed,home_score_diff,bat_score_diff,home_win_exp,bat_win_exp,age_pit_legacy,age_bat_legacy,age_pit,age_bat,n_thruorder_pitcher,n_priorpa_thisgame_player_at_bat,pitcher_days_since_prev_game,batter_days_since_prev_game,pitcher_days_until_next_game,batter_days_until_next_game,api_break_z_with_gravity,api_break_x_arm,api_break_x_batter_in,arm_angle
CH,2024-09-17,93.1,-0.74,5.43,"Jax, Griffin",666310,643377,field_out,hit_into_play,,,,,5.0,Bo Naylor grounds out to pitcher Griffin Jax.,R,L,R,CLE,MIN,X,1.0,ground_ball,0,0,2024,-1.06,0.06,-0.12,2.33,608070.0,657041.0,686823.0,2,9,Bot,135.97,185.21,,,,,3.930373146435764,-135.51989759933065,-2.333401970804134,-13.983301022338754,29.28437442013669,-31.102011399346058,3.27,1.5,2.0,73.8,-54.0,93.4,1929.0,6.4,746587,680777,467793,571657,668904,686797,650489,621439,622534,54.09,0.283,0.25,0.0,1.0,0.0,0.0,2.0,73,1,Changeup,1,4,1,4,4,1,1,4,Infield shade,Standard,241.0,-0.089,-0.81,70.6,6.7,0.307,0.81,88.0,-3,-3,0.089,0.089,29,24,30,24,1,3,1.0,1.0,2.0,1.0,2.56,1.06,-1.06,43.3
FC,2024-09-17,92.5,-2.21,5.96,"Matthews, Zebby",686823,805673,single,hit_into_play,,,,,3.0,Will Brennan singles on a fly ball to center fielder Byron Buxton.   Kyle Manzardo to 3rd.,R,L,R,CLE,MIN,X,8.0,fly_ball,0,0,2024,-0.01,0.85,0.63,3.09,,,700932.0,2,2,Bot,115.15,109.54,,,,,7.271914640551943,-134.66399422104882,-3.415944698870518,-1.5799884747685258,27.02806909933493,-21.229409668586104,3.25,1.5,196.0,63.5,26.0,93.1,2272.0,6.4,746587,680777,467793,666397,668904,686797,650489,621439,670242,54.07,0.714,0.643,0.9,1.0,1.0,0.0,4.0,13,1,Cutter,0,0,0,0,0,0,0,0,Infield shade,Standard,199.0,0.027,0.301,65.5,6.0,0.757,-0.301,88.0,0,0,0.524,0.524,24,26,24,26,1,0,6.0,1.0,5.0,1.0,1.79,0.01,-0.01,38.4
FF,2024-09-16,97.4,-0.7,5.41,"Jax, Griffin",700932,643377,home_run,hit_into_play,,,,,3.0,Kyle Manzardo homers (3) on a fly ball to right field.    Josh Naylor scores.,R,L,R,CLE,MIN,X,,fly_ball,0,0,2024,-0.52,1.38,0.52,2.98,,647304.0,,1,8,Bot,220.27,62.85,,,,,4.484547979821592,-141.82907361706228,-4.197644038552727,-8.080575523914657,32.24779494018733,-12.812796287809034,3.13,1.36,407.0,108.3,35.0,97.7,2490.0,6.4,746588,543877,467793,571657,668904,621043,650489,621439,670242,54.1,0.817,1.679,2.0,1.0,0.0,3.0,6.0,70,1,4-Seam Fastball,2,3,2,3,3,4,4,3,Infield shade,Standard,216.0,0.503,1.579,73.1,7.1,3.256,-1.579,108.3,-1,-1,0.355,0.355,29,23,30,24,1,3,5.0,3.0,1.0,1.0,1.02,0.52,-0.52,40.4
CH,2024-09-16,92.9,-0.87,5.43,"Jax, Griffin",608070,643377,field_out,hit_into_play,,,,,4.0,José Ramírez grounds out to first baseman Carlos Santana.,R,L,R,CLE,MIN,X,3.0,ground_ball,0,0,2024,-0.97,0.06,-0.62,2.27,686823.0,666310.0,682657.0,2,7,Bot,150.24,160.56,,,,,2.7829855346392582,-135.31476568033003,-2.483117858580843,-12.586872791336797,28.10675995385216,-31.13654372953892,3.41,1.58,84.0,89.6,5.0,93.3,1907.0,6.4,746588,543877,467793,571657,668904,621043,650489,621439,622534,54.12,0.443,0.409,0.0,1.0,0.0,0.0,4.0,64,1,Changeup,2,3,2,3,3,2,2,3,Infield shade,Standard,241.0,-0.155,-0.81,76.6,7.9,0.502,0.81,89.6,-1,-1,0.402,0.402,29,31,30,32,1,3,5.0,1.0,1.0,1.0,2.57,0.97,-0.97,42.4
CH,2024-09-16,88.2,-1.75,5.65,"López, Pablo",686823,641154,field_out,hit_into_play,,,,,8.0,Will Brennan lines out to first baseman Carlos Santana.,R,L,R,CLE,MIN,X,3.0,line_drive,0,0,2024,-1.5,0.6,0.13,1.99,,,,0,5,Bot,149.03,164.8,,,,,7.765780006201207,-128.1993200805766,-4.1039961421290245,-18.15111352368376,24.41503232054801,-24.937612667486803,3.26,1.51,116.0,92.1,7.0,89.2,2164.0,6.8,746588,543877,467793,571657,668904,621043,650489,621439,622534,53.71,0.557,0.526,0.0,1.0,0.0,0.0,4.0,41,1,Changeup,0,3,0,3,3,0,0,3,Standard,Standard,231.0,-0.025,-0.228,74.3,7.3,0.639,0.228,92.1,-3,-3,0.179,0.179,28,26,28,26,2,1,6.0,1.0,6.0,1.0,2.32,1.5,-1.5,36.7
CH,2024-09-16,86.8,-1.62,5.65,"López, Pablo",686823,641154,single,hit_into_play,,,,,5.0,Will Brennan singles on a line drive to left fielder Willi Castro.,R,L,R,CLE,MIN,X,7.0,line_drive,0,0,2024,-1.49,0.37,0.01,2.09,,,,1,2,Bot,74.59,123.32,,,,,7.038317697965267,-126.198044310098,-3.133555977430819,-17.325694910105263,24.15713547494499,-27.817019524277686,3.26,1.51,160.0,70.5,19.0,88.2,2028.0,7.1,746588,543877,467793,571657,668904,621043,650489,621439,622534,53.44,0.809,0.754,0.9,1.0,1.0,0.0,4.0,16,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,228.0,0.026,0.266,71.7,7.8,0.877,-0.266,88.0,0,0,0.527,0.527,28,26,28,26,1,0,6.0,1.0,6.0,1.0,2.65,1.49,-1.49,41.8
SI,2024-09-16,95.7,-1.67,5.61,"López, Pablo",657041,641154,field_out,hit_into_play,,,,,5.0,"Lane Thomas grounds out, second baseman Kyle Farmer to first baseman Carlos Santana.",R,R,R,CLE,MIN,X,4.0,ground_ball,0,0,2024,-1.24,0.46,-0.08,2.36,,682657.0,608070.0,2,1,Bot,141.75,155.11,,,,,7.119666292066463,-139.12148449770024,-4.049656832627146,-17.720341282683542,31.002062930348828,-25.4655462403589,3.13,1.47,4.0,68.4,-29.0,97.2,2061.0,7.2,746588,543877,467793,571657,668904,621043,650489,621439,622534,53.35,0.06,0.068,0.0,1.0,0.0,0.0,2.0,10,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,218.0,-0.042,-0.446,69.3,6.1,0.07,0.446,88.0,0,0,0.542,0.542,28,28,28,29,1,0,6.0,1.0,6.0,1.0,2.03,1.24,1.24,37.0
FF,2024-09-16,96.9,-1.65,5.61,"López, Pablo",608070,641154,single,hit_into_play,,,,,2.0,José Ramírez singles on a line drive to center fielder Byron Buxton.   Angel Martínez to 2nd.,R,L,R,CLE,MIN,X,8.0,line_drive,0,0,2024,-0.37,1.23,-0.14,3.05,,,682657.0,1,1,Bot,139.24,96.16,,,,,4.981452117330292,-140.9865096032727,-4.155132237556158,-6.100437782618643,31.58217505736777,-15.003078710397563,3.41,1.58,260.0,75.2,29.0,98.5,2093.0,7.1,746588,543877,467793,571657,668904,621043,650489,621439,622534,53.35,0.454,0.424,0.9,1.0,1.0,0.0,3.0,8,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,223.0,0.035,0.478,72.2,6.9,0.528,-0.478,88.0,0,0,0.55,0.55,28,31,28,32,1,0,6.0,1.0,6.0,1.0,1.19,0.37,-0.37,36.2
FF,2024-09-15,96.8,-1.57,5.97,"Bradley, Taj",665926,671737,field_out,hit_into_play,,,,,5.0,Andrés Giménez flies out to center fielder Jonny DeLuca.,R,L,R,CLE,TB,X,8.0,fly_ball,0,0,2024,-0.72,1.52,0.18,2.56,,,677587.0,2,2,Bot,131.31,52.71,,,,,6.311547087253275,-140.68161719795523,-6.964946490345741,-11.019548447359506,33.90222130812619,-10.552353429675469,3.21,1.48,362.0,96.0,32.0,96.6,2403.0,6.4,746585,666163,666018,664040,691406,676609,666185,676356,666139,54.11,0.183,0.329,0.0,1.0,0.0,0.0,5.0,20,1,4-Seam Fastball,1,0,1,0,0,1,1,0,Infield shade,Standard,203.0,-0.021,-0.228,74.0,7.3,0.628,0.228,96.0,1,1,0.638,0.638,23,25,23,26,2,1,5.0,1.0,6.0,1.0,0.93,0.72,-0.72,52.0
ST,2024-09-14,78.8,1.83,5.14,"Alexander, Tyler",665926,641302,grounded_into_double_play,hit_into_play,,,,,6.0,"Andrés Giménez grounds into a double play, third baseman Junior Caminero to shortstop Taylor Walls to first baseman Brandon Lowe.   Josh Naylor out at 2nd.    Andrés Giménez out at 1st.",R,L,L,CLE,TB,X,5.0,ground_ball,0,0,2024,-0.83,0.7,0.44,2.53,,,647304.0,1,6,Bot,107.05,172.5,,,,,-1.5105171229342802,-114.92929147534949,-0.2592971210386143,-7.125015723656327,19.144724816214914,-26.04415894740632,3.21,1.48,62.0,89.8,2.0,79.6,2396.0,6.5,746584,686482,664040,676609,691406,670764,666139,642350,676356,54.01,0.406,0.407,0.0,1.0,0.0,0.0,2.0,46,1,Sweeper,4,0,4,0,0,4,4,0,Standard,Standard,275.0,-0.009,-0.369,58.6,5.8,0.511,0.369,89.8,4,4,0.956,0.956,29,25,30,26,2,2,5.0,1.0,6.0,1.0,2.92,-0.83,-0.83,26.1
SI,2024-09-14,90.6,1.63,5.44,"Alexander, Tyler",647304,641302,single,hit_into_play,,,,,3.0,Josh Naylor singles on a ground ball to center fielder Jose Siri.   Angel Martínez scores.    Lane Thomas scores.    José Ramírez to 3rd.,R,L,L,CLE,TB,X,8.0,ground_ball,0,0,2024,1.27,0.82,0.75,2.8,682657.0,657041.0,608070.0,0,6,Bot,145.11,89.11,,,,,-4.930236525427494,-131.8953304023986,-2.464129639469204,15.88912025478541,26.615686612095903,-22.22537954807598,3.08,1.43,21.0,81.3,-6.0,91.0,2123.0,6.4,746584,686482,664040,676609,691406,670764,666139,642350,676356,54.13,0.134,0.104,0.9,1.0,1.0,0.0,2.0,44,1,Sinker,1,0,1,0,0,3,3,0,Strategic,Standard,138.0,0.077,1.091,68.8,6.4,0.173,-1.091,88.0,1,1,0.879,0.879,29,27,30,27,2,2,5.0,1.0,6.0,1.0,1.94,1.27,1.27,31.7
SI,2024-09-14,90.2,1.62,5.47,"Alexander, Tyler",665926,641302,single,hit_into_play,,,,,3.0,"Andrés Giménez singles on a bunt ground ball to pitcher Tyler Alexander.   Andrés Giménez to 2nd.  Andrés Giménez advances to 2nd, on a throwing error by pitcher Tyler Alexander.",R,L,L,CLE,TB,X,1.0,ground_ball,0,0,2024,1.26,0.89,0.66,3.16,,,,1,5,Bot,182.91,155.85,,,,,-5.072442468938214,-131.26843878035146,-1.6848877921156045,15.60771991076548,26.78334934926273,-21.764687600608504,3.21,1.48,1.0,40.8,-66.0,90.5,2003.0,6.4,746584,686482,664040,676609,691406,670764,666139,642350,676356,54.12,0.254,0.261,0.9,1.0,1.0,0.0,1.0,33,1,Sinker,0,0,0,0,0,0,0,0,Standard,Standard,136.0,0.057,0.027,,,0.277,-0.027,88.0,0,0,0.536,0.536,29,25,30,26,1,1,5.0,1.0,6.0,1.0,1.91,1.26,1.26,32.2
CH,2024-09-14,80.3,1.52,5.6,"Alexander, Tyler",657041,641302,field_out,hit_into_play,,,,,6.0,Lane Thomas pops out to second baseman José Caballero.,R,R,L,CLE,TB,X,4.0,popup,0,0,2024,1.05,0.65,0.59,2.04,,,,0,4,Bot,160.33,147.08,,,,,-4.034441363582175,-116.9214480049166,-2.4719301258218858,10.383166154647462,21.009104412658747,-25.95644316617798,3.14,1.46,158.0,84.4,66.0,80.5,1439.0,6.3,746584,686482,664040,676609,691406,670764,666139,642350,676356,54.19,0.017,0.022,0.0,1.0,0.0,0.0,3.0,25,1,Changeup,0,0,0,0,0,0,0,0,Infield shade,Standard,122.0,-0.027,-0.228,74.0,7.6,0.028,0.228,88.0,0,0,0.559,0.559,29,28,30,29,1,1,5.0,1.0,6.0,1.0,2.87,1.05,-1.05,35.5
SI,2024-09-14,96.3,-2.09,5.83,"Rasmussen, Drew",657041,656876,field_out,hit_into_play,,,,,8.0,"Lane Thomas grounds out, pitcher Drew Rasmussen to second baseman José Caballero to first baseman Brandon Lowe.",R,R,R,CLE,TB,X,1.0,ground_ball,0,0,2024,-0.93,1.14,0.13,1.93,,,,1,1,Bot,134.45,152.67,,,,,8.05363218570528,-139.87172030868433,-7.4341705050507,-13.998364117725924,29.81076314615045,-15.745593391958382,3.14,1.46,20.0,105.5,-5.0,97.2,2530.0,6.8,746584,686482,664040,676609,691406,670764,666139,642350,676356,53.73,0.369,0.368,0.0,1.0,0.0,0.0,2.0,5,1,Sinker,0,0,0,0,0,0,0,0,Infield shade,Standard,214.0,-0.016,-0.162,73.2,6.6,0.398,0.162,105.5,0,0,0.526,0.526,28,28,29,29,1,0,3.0,1.0,4.0,1.0,1.32,0.93,0.93,51.3
CH,2024-09-13,89.1,-1.97,4.48,"Uceta, Edwin",647304,670955,field_out,hit_into_play,,,,,4.0,"Josh Naylor grounds out, second baseman José Caballero to first baseman Jonathan Aranda.",R,L,R,CLE,TB,X,4.0,ground_ball,0,0,2024,-1.0,0.03,-0.58,2.4,,,,1,9,Bot,148.15,153.18,,,,,5.555111438374015,-129.74193068705898,0.8415176987335689,-12.407442304492369,26.37446370340178,-32.21892834372009,3.07,1.41,42.0,98.8,-1.0,89.7,2196.0,6.5,746586,686482,666018,676609,691406,670764,666185,642350,666139,53.97,0.371,0.306,0.0,1.0,0.0,0.0,2.0,65,1,Changeup,1,3,1,3,3,1,1,3,Infield shade,Standard,251.0,-0.029,-0.162,77.3,7.5,0.407,0.162,98.8,-2,-2,0.043,0.043,26,27,26,27,1,3,3.0,1.0,6.0,1.0,2.83,1.0,-1.0,12.3
SI,2024-09-13,91.9,-0.6,6.0,"Littell, Zack",678877,641793,field_out,hit_into_play,,,,,4.0,"Jhonkensy Noel grounds out, third baseman Junior Caminero to first baseman Jonathan Aranda.",R,R,R,CLE,TB,X,5.0,ground_ball,0,0,2024,-1.22,0.99,-0.68,2.42,,,,1,5,Bot,88.62,160.11,,,,,2.4366165424964947,-133.71394469728327,-5.373375739803967,-15.162748348284362,28.761682768442984,-19.320882552737103,3.51,1.72,41.0,71.5,1.0,91.9,2086.0,6.3,746586,686482,666018,676609,691406,670764,666185,642350,666139,54.23,0.106,0.096,0.0,1.0,0.0,0.0,2.0,38,1,Sinker,0,3,0,3,3,0,0,3,Standard,Standard,212.0,-0.016,-0.162,82.3,7.1,0.115,0.162,88.0,-3,-3,0.154,0.154,28,22,29,23,2,1,5.0,1.0,6.0,1.0,1.71,1.22,1.22,38.6
FF,2024-09-13,93.6,-0.53,6.06,"Littell, Zack",700932,641793,field_out,hit_into_play,,,,,6.0,Kyle Manzardo flies out to left fielder Christopher Morel.,R,L,R,CLE,TB,X,7.0,fly_ball,0,0,2024,-0.42,1.16,0.34,2.18,,,,1,2,Bot,66.9,111.47,,,,,3.1835794724641246,-136.26850090751296,-6.896456311557285,-5.897805673681601,26.931580348434863,-16.37255878304631,3.14,1.37,263.0,82.8,38.0,94.0,1995.0,6.3,746586,686482,666018,676609,691406,670764,666624,642350,666139,54.23,0.006,0.005,0.0,1.0,0.0,0.0,3.0,12,1,4-Seam Fastball,0,0,0,0,0,0,0,0,Infield shade,Standard,212.0,-0.016,-0.162,72.5,6.9,0.008,0.162,88.0,0,0,0.527,0.527,28,23,29,24,1,0,5.0,1.0,6.0,3.0,1.41,0.42,-0.42,41.3
SL,2024-09-12,86.4,2.41,5.2,"Lovelady, Richard",671289,663992,field_out,hit_into_play,,,,,7.0,"Tyler Freeman grounds out, third baseman Junior Caminero to first baseman Jonathan Aranda.",R,R,L,CLE,TB,X,5.0,ground_ball,0,0,2024,-0.31,0.2,-0.48,1.65,,,,2,9,Bot,101.97,168.94,,,,,-6.348562690559747,-125.81910827864778,-2.7337990348608536,-2.139678807840057,23.07629820090948,-29.757094663164743,3.18,1.4,6.0,90.2,-15.0,88.2,2300.0,7.2,746591,686482,666018,676609,691406,670764,666139,642350,676356,53.32,0.129,0.12,0.0,1.0,0.0,0.0,2.0,74,1,Slider,2,5,2,5,5,2,2,5,Standard,Standard,212.0,-0.005,-0.099,71.5,7.0,0.143,0.099,90.2,-3,-3,0.005,0.005,28,25,29,25,1,0,2.0,4.0,3.0,,2.83,-0.31,0.31,17.0
SL,2024-09-12,90.2,-0.97,5.5,"Rodríguez, Manuel",647304,655889,single,hit_into_play,,,,,8.0,Josh Naylor singles on a sharp line drive to right fielder Jonny DeLuca.,R,L,R,CLE,TB,X,9.0,line_drive,0,0,2024,0.19,-0.09,0.05,1.79,,,,2,8,Bot,187.39,109.44,,,,,2.1456550232949825,-131.4738353604305,-3.1726595389117787,1.816500452268761,24.51040522944168,-32.839582420206874,3.08,1.42,180.0,106.7,10.0,91.1,2390.0,6.5,746591,686482,666018,676609,691406,670764,666139,642350,676356,54.01,0.866,0.844,0.9,1.0,1.0,0.0,4.0,66,1,Slider,2,4,2,4,4,2,2,4,Infield shade,Standard,92.0,0.026,0.128,72.1,8.0,1.099,-0.128,106.7,-2,-2,0.087,0.087,27,27,28,27,1,3,2.0,1.0,8.0,1.0,2.86,-0.19,0.19,49.0
CH,2024-09-12,84.5,-1.1,6.03,"Pepiot, Ryan",665926,686752,single,hit_into_play,,,,,8.0,"Andrés Giménez singles on a ground ball to right fielder Josh Lowe.   Brayan Rocchio scores.    Steven Kwan to 3rd.    Andrés Giménez to 2nd.  Andrés Giménez advances to 2nd, on a throwing error by right fielder Josh Lowe.",R,L,R,CLE,TB,X,9.0,ground_ball,0,0,2024,-1.37,-0.15,-0.26,1.79,,677587.0,680757.0,2,2,Bot,185.71,119.11,,,,,4.702370805029794,-123.03459605097432,-3.243922896984466,-14.802348167450193,24.935178569543645,-33.21105072351128,3.22,1.5,68.0,99.4,3.0,84.9,2518.0,6.6,746591,666163,650490,666018,691406,676609,666624,676356,666139,53.92,0.514,0.475,0.9,1.0,1.0,0.0,4.0,20,1,Changeup,1,1,1,1,1,2,2,1,Standard,Standard,261.0,0.123,0.898,,,0.565,-0.898,99.4,0,0,0.545,0.545,26,25,27,26,2,1,5.0,1.0,6.0,1.0,3.34,1.37,-1.37,37.5
FF,2024-09-12,92.6,-0.84,6.11,"Pepiot, Ryan",657041,686752,double,hit_into_play,,,,,2.0,Lane Thomas doubles (25) on a line drive to left fielder Christopher Morel.   José Ramírez scores.    Josh Naylor to 3rd.,R,R,R,CLE,TB,X,7.0,line_drive,0,0,2024,-1.0,1.49,-0.17,2.66,608070.0,,647304.0,2,1,Bot,59.19,142.74,,,,,3.92730398112954,-134.65995101080213,-6.297902301057801,-13.03454786841247,30.68453170408583,-12.837566602036071,3.13,1.45,140.0,108.8,7.0,93.2,2250.0,6.8,746591,666163,650490,666018,691406,676609,666624,676356,666139,53.7,0.691,0.648,1.25,1.0,1.0,1.0,4.0,10,1,4-Seam Fastball,0,1,0,1,1,1,1,1,Standard,Standard,215.0,0.115,1.519,75.7,7.1,0.817,-1.519,108.8,-1,-1,0.442,0.442,26,28,27,29,1,0,5.0,1.0,6.0,1.0,1.18,1.0,1.0,44.9
FF,2024-09-12,93.7,-1.01,5.96,"Pepiot, Ryan",608070,686752,single,hit_into_play,,,,,8.0,José Ramírez singles on a sharp ground ball to center fielder Jonny DeLuca.   Steven Kwan to 3rd.,R,L,R,CLE,TB,X,8.0,ground_ball,0,0,2024,-0.75,1.57,-0.08,2.1,,,680757.0,1,1,Bot,138.51,86.57,,,,,4.077299171855209,-136.1765893603491,-7.736217790007025,-10.257979563098736,30.802788738380347,-11.090813730046332,3.41,1.57,90.0,104.4,3.0,94.0,2388.0,6.6,746591,666163,650490,666018,691406,676609,666624,676356,666139,53.88,0.571,0.543,0.9,1.0,1.0,0.0,4.0,8,1,4-Seam Fastball,0,1,0,1,1,0,0,1,Infield shade,Standard,215.0,0.064,0.478,69.4,6.8,0.658,-0.478,104.4,-1,-1,0.445,0.445,26,31,27,32,1,0,5.0,1.0,6.0,1.0,1.04,0.75,-0.75,40.2
CH,2024-09-11,89.6,-3.03,5.02,"Kuhl, Chad",686823,641771,field_out,hit_into_play,,,,,13.0,Will Brennan grounds out to first baseman Andrew Vaughn.   Lane Thomas scores.    Tyler Freeman to 2nd.,R,L,R,CWS,CLE,X,3.0,ground_ball,0,0,2024,-1.31,0.08,-0.22,1.07,657041.0,,671289.0,1,8,Top,148.66,169.6,,,,,9.695960821819469,-130.18795190494353,-3.9495333727616977,-16.838011761074977,25.688481674937144,-30.6873068843392,3.28,1.52,99.0,43.3,41.0,89.9,1769.0,6.4,746745,642020,683734,672820,678246,676070,667452,673357,666150,54.07,0.114,0.107,0.0,1.0,0.0,0.0,1.0,68,1,Changeup,4,5,5,4,6,4,6,4,Standard,Standard,255.0,-0.045,-0.601,68.3,7.1,0.114,0.601,88.0,-1,1,0.181,0.819,31,26,32,26,1,1,4.0,3.0,3.0,1.0,2.76,1.31,-1.31,19.7
FC,2024-09-11,92.7,-2.79,5.11,"Kuhl, Chad",700932,641771,single,hit_into_play,,,,,9.0,Kyle Manzardo singles on a sharp line drive to right fielder Dominic Fletcher.   Lane Thomas to 3rd.,R,L,R,CWS,CLE,X,9.0,line_drive,0,0,2024,-0.68,0.67,0.48,1.5,,,657041.0,1,8,Top,201.69,97.81,,,,,9.807076540053345,-134.72099254515533,-4.955385263850206,-10.234386709033874,25.493132489603685,-23.119138735718234,3.16,1.38,261.0,106.6,14.0,93.0,2210.0,6.3,746745,642020,683734,672820,678246,676070,667452,673357,666150,54.25,0.743,0.782,0.9,1.0,1.0,0.0,5.0,67,1,Cutter,4,5,5,4,5,4,5,4,Infield shade,Standard,238.0,-0.064,0.478,74.9,7.6,1.097,-0.478,106.6,-1,1,0.245,0.755,31,23,32,24,1,3,4.0,1.0,3.0,1.0,1.96,0.68,-0.68,21.2
SI,2024-09-11,93.4,-2.98,5.02,"Kuhl, Chad",657041,641771,single,hit_into_play,,,,,4.0,Lane Thomas singles on a ground ball to center fielder Luis Robert Jr.,R,R,R,CWS,CLE,X,8.0,ground_ball,0,0,2024,-1.52,0.11,-0.42,2.26,,,,1,8,Top,116.44,126.39,,,,,9.945742934865182,-135.72059889360654,-1.6037479477983498,-20.953574968858543,29.07575213911661,-30.610019673337803,3.12,1.45,86.0,102.3,4.0,93.6,2021.0,6.4,746745,642020,683734,672820,678246,676070,667452,673357,666150,54.08,0.566,0.509,0.9,1.0,1.0,0.0,4.0,66,1,Sinker,4,5,5,4,5,4,5,4,Standard,Standard,252.0,-0.024,0.266,69.1,6.0,0.597,-0.266,102.3,-1,1,0.269,0.731,31,28,32,29,1,3,4.0,1.0,3.0,1.0,2.5,1.52,1.52,15.0
FF,2024-09-10,95.0,-2.14,6.2,"Burke, Sean",680757,680732,single,hit_into_play,,,,,5.0,Steven Kwan singles on a line drive to left fielder Andrew Benintendi.,R,L,R,CWS,CLE,X,7.0,line_drive,0,0,2024,-0.22,1.69,0.22,2.64,,,,2,9,Top,95.03,100.21,,,,,6.723344231252284,-137.98330605765912,-7.476709337196499,-4.315977741648199,32.4038330740693,-9.066444792898537,3.2,1.48,229.0,77.4,21.0,95.5,2565.0,6.8,746747,686676,657757,670032,682868,676070,643217,673357,666150,53.67,0.963,0.902,0.9,1.0,1.0,0.0,4.0,68,1,4-Seam Fastball,0,4,4,0,4,0,4,0,Standard,Standard,201.0,0.0,0.128,58.8,5.6,1.062,-0.128,88.0,-4,4,0.015,0.985,24,26,25,27,2,4,,1.0,5.0,1.0,0.85,0.22,-0.22,44.5
FF,2024-09-10,92.7,-2.07,6.32,"Burke, Sean",647304,680732,double,hit_into_play,,,,,6.0,Josh Naylor doubles (25) on a sharp line drive to right fielder Dominic Fletcher.,R,L,R,CWS,CLE,X,9.0,line_drive,0,0,2024,-0.29,1.46,0.56,2.05,,,,0,8,Top,209.88,123.57,,,,,7.438295362245511,-134.6344298668483,-8.372277461062259,-5.120754305224137,28.18659080151613,-12.817985340802766,3.06,1.43,210.0,108.1,11.0,93.6,2439.0,6.8,746747,686676,657757,670032,682868,676070,643217,673357,666150,53.66,0.937,0.956,1.25,1.0,1.0,1.0,5.0,59,1,4-Seam Fastball,0,4,4,0,4,0,4,0,Infield shade,Standard,205.0,-0.009,0.622,75.1,7.3,1.256,-0.622,108.1,-4,4,0.032,0.968,24,27,25,27,1,3,,1.0,5.0,1.0,1.2,0.29,-0.29,45.7
CH,2024-09-10,85.6,-2.38,5.65,"Cannon, Jonathan",647304,686563,single,hit_into_play,,,,,13.0,Josh Naylor singles on a line drive to center fielder Luis Robert Jr.  José Ramírez to 2nd.,R,L,R,CWS,CLE,X,8.0,line_drive,0,0,2024,-1.07,-0.17,-0.85,2.2,,,608070.0,1,6,Top,106.73,83.19,,,,,5.771914321182094,-124.60028619032263,-1.5050900664328308,-12.327994804114166,26.13430374844833,-33.84599583121885,3.06,1.43,223.0,94.2,10.0,85.6,1825.0,6.4,746747,686676,657757,670032,682868,676070,643217,673357,666150,54.1,0.697,0.641,0.9,1.0,1.0,0.0,4.0,41,1,Changeup,0,1,1,0,1,0,1,0,Standard,Standard,243.0,-0.036,0.478,73.2,7.3,0.767,-0.478,94.2,-1,1,0.331,0.669,23,27,24,27,3,2,6.0,1.0,6.0,1.0,3.29,1.07,-1.07,21.4
ST,2024-09-10,81.7,-2.33,5.77,"Cannon, Jonathan",666310,686563,field_out,hit_into_play,,,,,5.0,Bo Naylor lines out to right fielder Dominic Fletcher.,R,L,R,CWS,CLE,X,9.0,line_drive,0,0,2024,1.07,0.06,-0.12,2.26,,,,0,5,Top,196.27,101.82,,,,,2.9304157862819293,-119.01956891700486,-1.4688081116744005,9.584559866534494,22.54073618674866,-31.529803168402445,3.27,1.5,296.0,89.6,26.0,81.7,2526.0,6.2,746747,686676,657757,670032,682868,676070,643217,673357,666150,54.31,0.1,0.139,0.0,1.0,0.0,0.0,3.0,32,1,Sweeper,0,1,1,0,1,0,1,0,Infield shade,Standard,66.0,0.023,-0.228,75.2,8.1,0.222,0.228,89.6,-1,1,0.356,0.644,23,24,24,24,2,1,6.0,1.0,6.0,2.0,3.34,-1.07,1.07,24.2
